model	plddt_full	plddt_h1	plddt_h2	plddt_h3	plddt_l1	plddt_l2	plddt_l3	pdb
7qnw_unrelaxed_rank_010_alphafold2_multimer_v3_model_1_seed_002	93.173	86.1	85.946	75.129	95.543	95.253	88.285	7qnw
7qnw_unrelaxed_rank_005_alphafold2_multimer_v3_model_4_seed_004	93.965	88.306	86.901	78.412	95.603	95.583	90.42	7qnw
7qnw_unrelaxed_rank_023_alphafold2_multimer_v3_model_3_seed_004	93.538	87.95	85.41	81.168	94.885	94.94	88.044	7qnw
7qnw_unrelaxed_rank_017_alphafold2_multimer_v3_model_4_seed_003	91.881	85.687	83.303	67.734	92.708	92.813	83.607	7qnw
7qny_unrelaxed_rank_016_alphafold2_multimer_v3_model_5_seed_003	93.513	91.375	88.18	66.742	92.187	92.98	86.813	7qny
7qny_unrelaxed_rank_013_alphafold2_multimer_v3_model_2_seed_001	93.637	92.454	89.515	67.134	93.52	93.623	86.931	7qny
7qny_unrelaxed_rank_019_alphafold2_multimer_v3_model_3_seed_003	93.684	91.539	88.704	69.232	90.978	93.147	87.369	7qny
7qny_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_003	93.967	92.244	89.241	69.876	93.583	94.5	87.803	7qny
7qny_unrelaxed_rank_022_alphafold2_multimer_v3_model_3_seed_004	93.6	91.423	88.625	66.951	92.895	92.877	87.551	7qny
7qny_unrelaxed_rank_024_alphafold2_multimer_v3_model_5_seed_002	92.724	91.695	89.01	70.785	79.063	91.373	84.371	7qny
7qny_unrelaxed_rank_008_alphafold2_multimer_v3_model_4_seed_002	93.989	92.203	88.665	70.18	92.887	92.857	87.495	7qny
7qny_unrelaxed_rank_010_alphafold2_multimer_v3_model_4_seed_000	94.11	92.39	89.24	69.951	93.998	93.5	87.591	7qny
7qny_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_002	93.819	92.273	89.314	69.146	93.613	93.75	87.395	7qny
7qny_unrelaxed_rank_015_alphafold2_multimer_v3_model_2_seed_002	93.685	92.111	89.146	68.138	93.438	93.497	86.886	7qny
7qny_unrelaxed_rank_021_alphafold2_multimer_v3_model_2_seed_004	93.676	92.345	89.484	67.942	93.447	93.793	86.823	7qny
7qny_unrelaxed_rank_007_alphafold2_multimer_v3_model_4_seed_001	93.915	92.36	88.969	68.328	93.783	93.123	87.454	7qny
7qny_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000	93.946	92.564	89.616	68.8	94.032	94.273	87.92	7qny
7qny_unrelaxed_rank_012_alphafold2_multimer_v3_model_5_seed_001	93.98	91.717	89.047	70.757	93.002	93.227	87.443	7qny
7qny_unrelaxed_rank_023_alphafold2_multimer_v3_model_5_seed_004	93.609	90.9	87.961	68.983	92.313	92.413	86.59	7qny
7qny_unrelaxed_rank_017_alphafold2_multimer_v3_model_5_seed_000	93.923	91.89	88.954	70.217	92.895	93.207	87.136	7qny
7qny_unrelaxed_rank_018_alphafold2_multimer_v3_model_3_seed_001	93.615	91.493	88.25	67.491	92.823	92.397	87.245	7qny
7qny_unrelaxed_rank_014_alphafold2_multimer_v3_model_2_seed_003	93.773	92.376	89.274	68.922	93.417	93.92	86.795	7qny
7qny_unrelaxed_rank_011_alphafold2_multimer_v3_model_2_seed_000	93.777	92.531	89.478	68.099	93.645	93.92	87.05	7qny
7qny_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_004	93.968	92.571	89.548	69.36	94.147	94.46	87.965	7qny
7qny_unrelaxed_rank_025_alphafold2_multimer_v3_model_3_seed_002	92.363	91.579	88.454	67.639	79.218	91.06	84.63	7qny
7qny_unrelaxed_rank_020_alphafold2_multimer_v3_model_3_seed_000	93.566	91.345	88.431	66.783	92.572	92.83	87.545	7qny
7qny_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_001	93.82	92.659	89.695	67.43	94.063	94.267	88.114	7qny
7qny_unrelaxed_rank_009_alphafold2_multimer_v3_model_4_seed_003	94.112	92.188	89.094	70.023	93.96	93.603	87.638	7qny
7qny_unrelaxed_rank_006_alphafold2_multimer_v3_model_4_seed_004	93.931	92.36	89.195	67.874	94.012	93.25	87.646	7qny
7qu1_unrelaxed_rank_022_alphafold2_multimer_v3_model_5_seed_002	90.449	90.202	92.095	67.938	88.093	91.997	75.931	7qu1
7qu1_unrelaxed_rank_013_alphafold2_multimer_v3_model_4_seed_002	92.64	92.188	93.03	70.268	90.843	93.187	79.221	7qu1
7qu1_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_003	96.066	94.813	95.57	83.536	96.478	96.85	94.959	7qu1
7qu1_unrelaxed_rank_019_alphafold2_multimer_v3_model_4_seed_000	91.127	90.85	92.36	67.354	90.073	91.23	72.587	7qu1
7qu1_unrelaxed_rank_024_alphafold2_multimer_v3_model_5_seed_000	89.436	88.775	91.141	64.512	86.74	90.75	71.292	7qu1
7qu1_unrelaxed_rank_010_alphafold2_multimer_v3_model_3_seed_001	95.676	93.82	94.891	82.947	94.728	95.977	94.644	7qu1
7qu1_unrelaxed_rank_012_alphafold2_multimer_v3_model_1_seed_004	93.083	93.04	93.742	74.078	93.25	93.877	77.072	7qu1
7qu1_unrelaxed_rank_021_alphafold2_multimer_v3_model_5_seed_003	90.637	90.141	92.211	69.435	89.352	92.31	75.959	7qu1
7qu1_unrelaxed_rank_002_alphafold2_multimer_v3_model_2_seed_001	95.94	94.594	95.351	82.318	96.592	96.603	94.951	7qu1
7qu1_unrelaxed_rank_008_alphafold2_multimer_v3_model_3_seed_002	95.542	94.055	94.796	79.962	93.76	95.5	94.001	7qu1
7qu1_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_004	95.849	94.461	95.273	81.86	96.53	96.52	94.852	7qu1
7qu1_unrelaxed_rank_018_alphafold2_multimer_v3_model_4_seed_001	91.629	91.24	92.851	68.938	90.228	91.397	72.813	7qu1
7qu1_unrelaxed_rank_023_alphafold2_multimer_v3_model_5_seed_004	89.756	89.554	91.524	66.192	87.312	91.523	73.486	7qu1
7qu1_unrelaxed_rank_015_alphafold2_multimer_v3_model_1_seed_001	92.535	92.546	93.162	71.101	93.103	94.48	81.126	7qu1
7qu1_unrelaxed_rank_017_alphafold2_multimer_v3_model_4_seed_004	91.833	91.109	92.92	70.165	90.698	91.707	71.9	7qu1
7qu1_unrelaxed_rank_007_alphafold2_multimer_v3_model_1_seed_003	93.851	93.58	94.359	77.84	94.543	95.127	84.319	7qu1
7qu1_unrelaxed_rank_006_alphafold2_multimer_v3_model_2_seed_000	95.897	94.61	95.334	82.568	96.603	96.643	94.791	7qu1
7qu1_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_002	95.937	94.671	95.39	82.19	96.438	96.48	94.84	7qu1
7qu1_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000	96.072	94.649	95.407	80.995	96.657	96.5	95.502	7qu1
7qu1_unrelaxed_rank_014_alphafold2_multimer_v3_model_4_seed_003	92.823	92.365	93.703	73.96	91.385	92.603	75.529	7qu1
7qu1_unrelaxed_rank_011_alphafold2_multimer_v3_model_3_seed_000	95.645	93.876	94.89	82.6	95.125	95.957	94.472	7qu1
7qu1_unrelaxed_rank_025_alphafold2_multimer_v3_model_5_seed_001	89.653	89.046	90.804	64.99	86.103	90.477	71.289	7qu1
7qu1_unrelaxed_rank_009_alphafold2_multimer_v3_model_3_seed_004	95.706	93.72	94.891	82.308	94.313	95.793	94.563	7qu1
7qu1_unrelaxed_rank_016_alphafold2_multimer_v3_model_1_seed_002	92.463	92.602	93.25	71.409	92.917	94.583	81.897	7qu1
7qu1_unrelaxed_rank_020_alphafold2_multimer_v3_model_3_seed_003	91.416	91.189	92.646	71.957	90.895	92.083	73.188	7qu1
7qu2_unrelaxed_rank_011_alphafold2_multimer_v3_model_2_seed_001	94.866	94.275	94.107	75.013	96.343	95.127	94.02	7qu2
7qu2_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_001	96.635	96.71	97.275	90.677	98.188	97.377	97.036	7qu2
7qu2_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_003	96.071	95.969	96.518	86.339	97.48	96.583	95.78	7qu2
7qu2_unrelaxed_rank_020_alphafold2_multimer_v3_model_5_seed_002	95.338	94.109	96.213	83.169	97.107	96.25	95.234	7qu2
7qu2_unrelaxed_rank_009_alphafold2_multimer_v3_model_5_seed_004	96.483	96.427	97.117	90.008	97.823	97.273	96.647	7qu2
7qu2_unrelaxed_rank_014_alphafold2_multimer_v3_model_4_seed_001	95.938	95.531	96.569	84.969	97.333	96.08	95.603	7qu2
7qu2_unrelaxed_rank_025_alphafold2_multimer_v3_model_3_seed_004	94.403	91.905	92.631	71.321	95.957	94.52	93.263	7qu2
7qu2_unrelaxed_rank_006_alphafold2_multimer_v3_model_2_seed_003	94.863	93.286	93.312	74.53	96.667	95.127	94.64	7qu2
7qu2_unrelaxed_rank_018_alphafold2_multimer_v3_model_5_seed_003	95.279	94.587	95.299	81.054	96.24	94.913	94.208	7qu2
7qu2_unrelaxed_rank_017_alphafold2_multimer_v3_model_2_seed_004	94.323	92.726	93.212	72.366	96.082	94.543	93.668	7qu2
7qu2_unrelaxed_rank_012_alphafold2_multimer_v3_model_4_seed_003	96.317	95.975	96.706	88.562	97.52	96.603	96.433	7qu2
7qu2_unrelaxed_rank_023_alphafold2_multimer_v3_model_3_seed_003	96.142	95.601	96.394	87.132	97.25	96.313	95.952	7qu2
7qu2_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_004	96.033	96.524	97.124	87.55	97.55	96.77	95.959	7qu2
7qu2_unrelaxed_rank_010_alphafold2_multimer_v3_model_4_seed_002	95.722	95.039	96.263	82.311	97.147	95.727	95.236	7qu2
7qu2_unrelaxed_rank_021_alphafold2_multimer_v3_model_4_seed_004	96.016	95.446	96.775	87.211	97.468	96.417	96.098	7qu2
7qu2_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_002	95.829	95.75	96.386	84.807	97.323	96.167	95.374	7qu2
7qu2_unrelaxed_rank_007_alphafold2_multimer_v3_model_2_seed_000	94.851	94.515	94.432	73.74	96.002	95.02	93.898	7qu2
7qu2_unrelaxed_rank_008_alphafold2_multimer_v3_model_2_seed_002	94.979	94.469	94.006	74.916	96.5	95.413	94.236	7qu2
7qu2_unrelaxed_rank_015_alphafold2_multimer_v3_model_5_seed_000	94.922	93.452	94.587	75.076	96.198	94.583	93.966	7qu2
7qu2_unrelaxed_rank_024_alphafold2_multimer_v3_model_3_seed_000	94.548	91.992	93.256	71.103	95.875	94.103	93.827	7qu2
7qu2_unrelaxed_rank_022_alphafold2_multimer_v3_model_3_seed_001	96.682	96.696	97.112	91.589	97.905	97.353	96.764	7qu2
7qu2_unrelaxed_rank_019_alphafold2_multimer_v3_model_4_seed_000	95.729	95.257	96.256	82.903	96.99	95.583	95.144	7qu2
7qu2_unrelaxed_rank_013_alphafold2_multimer_v3_model_5_seed_001	96.146	95.476	96.75	88.468	97.635	97.0	96.299	7qu2
7qu2_unrelaxed_rank_016_alphafold2_multimer_v3_model_3_seed_002	96.28	95.907	96.519	87.684	97.347	96.5	96.084	7qu2
7qu2_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_000	94.709	92.811	94.319	71.79	96.98	95.187	94.901	7qu2
7rfb_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_002	94.108	79.292	90.32	73.932	93.211	95.253	94.219	7rfb
7rfb_unrelaxed_rank_014_alphafold2_multimer_v3_model_1_seed_003	91.898	79.363	85.819	60.911	89.655	91.503	88.138	7rfb
7rfb_unrelaxed_rank_009_alphafold2_multimer_v3_model_1_seed_000	92.526	85.375	88.946	62.549	89.215	91.25	89.12	7rfb
7rfb_unrelaxed_rank_022_alphafold2_multimer_v3_model_3_seed_001	91.847	81.875	83.625	63.309	89.404	90.623	87.912	7rfb
7rfb_unrelaxed_rank_004_alphafold2_multimer_v3_model_4_seed_003	90.448	83.677	84.936	57.084	89.302	93.373	83.464	7rfb
7rfb_unrelaxed_rank_019_alphafold2_multimer_v3_model_3_seed_003	92.277	83.927	86.548	63.512	89.745	91.063	88.895	7rfb
7rfb_unrelaxed_rank_016_alphafold2_multimer_v3_model_4_seed_004	92.436	84.885	89.079	62.712	88.852	90.127	88.579	7rfb
7rfb_unrelaxed_rank_021_alphafold2_multimer_v3_model_5_seed_004	91.451	81.627	85.228	60.859	88.697	90.583	85.463	7rfb
7rfb_unrelaxed_rank_012_alphafold2_multimer_v3_model_1_seed_002	91.902	78.698	86.225	61.379	89.665	91.647	88.006	7rfb
7rfb_unrelaxed_rank_007_alphafold2_multimer_v3_model_4_seed_000	91.006	86.51	86.914	60.561	89.476	93.083	84.563	7rfb
7rfb_unrelaxed_rank_002_alphafold2_multimer_v3_model_2_seed_000	94.32	88.147	91.908	70.692	92.188	94.71	93.705	7rfb
7rfb_unrelaxed_rank_008_alphafold2_multimer_v3_model_4_seed_001	90.308	85.137	85.851	56.209	88.654	92.727	81.525	7rfb
7rfb_unrelaxed_rank_015_alphafold2_multimer_v3_model_3_seed_002	92.73	76.678	83.681	69.163	92.192	94.0	90.839	7rfb
7rfb_unrelaxed_rank_024_alphafold2_multimer_v3_model_5_seed_001	90.524	80.008	82.352	59.681	87.682	90.42	77.811	7rfb
7rfb_unrelaxed_rank_017_alphafold2_multimer_v3_model_5_seed_003	89.696	81.417	81.711	57.436	89.687	93.523	83.492	7rfb
7rfb_unrelaxed_rank_010_alphafold2_multimer_v3_model_1_seed_001	92.33	82.917	87.071	61.896	89.723	91.563	88.986	7rfb
7rfb_unrelaxed_rank_018_alphafold2_multimer_v3_model_3_seed_000	92.309	84.903	86.641	64.284	89.466	90.833	88.77	7rfb
7rfb_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_003	93.797	78.53	88.96	72.49	92.738	94.707	93.825	7rfb
7rfb_unrelaxed_rank_023_alphafold2_multimer_v3_model_5_seed_000	90.997	83.677	84.772	61.29	86.92	90.183	76.005	7rfb
7rfb_unrelaxed_rank_013_alphafold2_multimer_v3_model_1_seed_004	91.98	79.103	86.321	61.998	89.454	91.373	87.976	7rfb
7rfb_unrelaxed_rank_020_alphafold2_multimer_v3_model_3_seed_004	91.779	81.553	84.579	62.424	89.404	90.857	87.2	7rfb
7rfb_unrelaxed_rank_006_alphafold2_multimer_v3_model_2_seed_001	93.711	80.51	89.414	70.633	92.157	94.457	93.6	7rfb
7rfb_unrelaxed_rank_011_alphafold2_multimer_v3_model_4_seed_002	93.274	84.573	89.921	67.369	90.698	92.143	91.019	7rfb
7rfb_unrelaxed_rank_025_alphafold2_multimer_v3_model_5_seed_002	90.17	76.303	81.578	59.851	87.898	90.247	78.645	7rfb
7rfb_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_004	93.914	80.323	90.531	71.439	92.284	94.54	94.308	7rfb
7s0b_unrelaxed_rank_012_alphafold2_multimer_v3_model_2_seed_001	95.778	95.006	94.296	78.043	96.208	95.413	91.993	7s0b
7s0b_unrelaxed_rank_017_alphafold2_multimer_v3_model_2_seed_003	95.84	95.439	94.741	78.936	95.845	95.103	91.874	7s0b
7s0b_unrelaxed_rank_023_alphafold2_multimer_v3_model_3_seed_002	96.165	95.991	95.908	81.965	95.522	94.52	92.722	7s0b
7s0b_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_003	96.779	96.906	96.494	85.836	96.845	96.187	93.986	7s0b
7s0b_unrelaxed_rank_018_alphafold2_multimer_v3_model_5_seed_003	96.218	96.125	95.89	81.274	95.7	94.73	92.881	7s0b
7s0b_unrelaxed_rank_025_alphafold2_multimer_v3_model_3_seed_004	95.909	95.156	95.264	79.258	95.292	94.52	92.487	7s0b
7s0b_unrelaxed_rank_011_alphafold2_multimer_v3_model_4_seed_002	96.441	96.759	96.258	82.851	96.083	94.897	92.882	7s0b
7s0b_unrelaxed_rank_014_alphafold2_multimer_v3_model_4_seed_001	96.359	96.805	96.32	83.524	96.073	95.063	92.618	7s0b
7s0b_unrelaxed_rank_009_alphafold2_multimer_v3_model_4_seed_003	97.137	97.891	97.703	90.04	97.043	96.437	94.298	7s0b
7s0b_unrelaxed_rank_020_alphafold2_multimer_v3_model_5_seed_002	95.865	95.189	94.406	77.926	95.125	94.21	92.041	7s0b
7s0b_unrelaxed_rank_006_alphafold2_multimer_v3_model_2_seed_000	96.079	95.547	94.859	79.32	96.415	95.667	93.111	7s0b
7s0b_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000	96.959	97.021	96.625	86.584	97.137	96.417	94.756	7s0b
7s0b_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_004	96.19	95.514	94.65	79.694	96.49	95.46	93.451	7s0b
7s0b_unrelaxed_rank_016_alphafold2_multimer_v3_model_5_seed_004	96.038	95.15	94.398	79.212	95.655	94.937	92.702	7s0b
7s0b_unrelaxed_rank_019_alphafold2_multimer_v3_model_5_seed_001	95.878	95.4	94.64	78.456	95.122	94.333	92.008	7s0b
7s0b_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_002	96.293	95.783	94.92	80.134	96.657	95.477	93.598	7s0b
7s0b_unrelaxed_rank_013_alphafold2_multimer_v3_model_4_seed_004	96.313	96.492	95.82	81.874	95.97	94.79	92.868	7s0b
7s0b_unrelaxed_rank_022_alphafold2_multimer_v3_model_3_seed_001	96.048	95.641	95.83	81.111	95.405	94.623	92.576	7s0b
7s0b_unrelaxed_rank_021_alphafold2_multimer_v3_model_3_seed_000	96.513	96.507	96.533	84.927	96.125	95.397	93.699	7s0b
7s0b_unrelaxed_rank_024_alphafold2_multimer_v3_model_3_seed_003	96.368	96.259	96.398	84.084	95.845	95.127	93.047	7s0b
7s0b_unrelaxed_rank_010_alphafold2_multimer_v3_model_2_seed_002	96.072	95.549	94.945	80.051	96.292	95.31	92.874	7s0b
7s0b_unrelaxed_rank_007_alphafold2_multimer_v3_model_2_seed_004	96.271	95.779	95.125	81.505	96.645	95.873	93.23	7s0b
7s0b_unrelaxed_rank_015_alphafold2_multimer_v3_model_5_seed_000	96.112	95.836	95.344	79.764	95.388	94.42	92.611	7s0b
7s0b_unrelaxed_rank_008_alphafold2_multimer_v3_model_4_seed_000	96.844	97.491	97.327	87.062	96.728	95.94	93.986	7s0b
7s0b_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_001	96.219	95.743	94.86	80.166	96.447	95.397	93.097	7s0b
7s11_unrelaxed_rank_019_alphafold2_multimer_v3_model_5_seed_002	91.76	89.694	91.016	61.449	90.931	85.417	83.189	7s11
7s11_unrelaxed_rank_013_alphafold2_multimer_v3_model_3_seed_003	92.297	91.063	92.277	63.567	91.737	87.06	84.557	7s11
7s11_unrelaxed_rank_016_alphafold2_multimer_v3_model_2_seed_002	91.84	89.416	91.027	66.159	92.15	88.52	84.299	7s11
7s11_unrelaxed_rank_011_alphafold2_multimer_v3_model_1_seed_000	91.892	89.695	91.743	60.688	92.249	87.73	85.05	7s11
7s11_unrelaxed_rank_004_alphafold2_multimer_v3_model_4_seed_003	92.321	89.774	91.696	62.845	92.368	87.753	85.458	7s11
7s11_unrelaxed_rank_002_alphafold2_multimer_v3_model_5_seed_004	92.258	89.985	91.644	61.795	91.653	86.167	84.932	7s11
7s11_unrelaxed_rank_015_alphafold2_multimer_v3_model_3_seed_004	92.053	90.633	91.864	61.443	91.479	86.31	84.083	7s11
7s11_unrelaxed_rank_008_alphafold2_multimer_v3_model_4_seed_004	92.143	90.295	91.839	61.723	92.327	87.02	85.618	7s11
7s11_unrelaxed_rank_007_alphafold2_multimer_v3_model_3_seed_002	92.295	90.384	91.053	64.492	91.717	87.043	84.652	7s11
7s11_unrelaxed_rank_024_alphafold2_multimer_v3_model_2_seed_004	90.846	88.164	89.99	61.109	91.633	87.52	82.72	7s11
7s11_unrelaxed_rank_010_alphafold2_multimer_v3_model_4_seed_000	92.022	89.814	91.616	61.551	92.402	87.397	85.332	7s11
7s11_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_003	92.12	89.757	91.741	61.578	92.307	87.563	85.16	7s11
7s11_unrelaxed_rank_017_alphafold2_multimer_v3_model_2_seed_001	91.979	89.336	90.661	65.389	92.07	88.083	84.577	7s11
7s11_unrelaxed_rank_012_alphafold2_multimer_v3_model_2_seed_000	91.921	89.601	91.177	64.008	92.146	88.707	84.486	7s11
7s11_unrelaxed_rank_018_alphafold2_multimer_v3_model_4_seed_002	91.904	89.351	91.099	62.295	92.088	87.023	85.258	7s11
7s11_unrelaxed_rank_023_alphafold2_multimer_v3_model_5_seed_000	91.586	89.432	91.624	60.01	90.571	86.08	82.799	7s11
7s11_unrelaxed_rank_021_alphafold2_multimer_v3_model_1_seed_001	92.152	90.084	92.669	67.477	92.013	86.79	86.222	7s11
7s11_unrelaxed_rank_022_alphafold2_multimer_v3_model_1_seed_002	91.285	89.211	91.68	58.963	92.196	87.52	84.258	7s11
7s11_unrelaxed_rank_014_alphafold2_multimer_v3_model_3_seed_001	91.499	91.033	92.056	63.577	89.841	73.667	84.034	7s11
7s11_unrelaxed_rank_020_alphafold2_multimer_v3_model_2_seed_003	91.445	88.658	90.224	65.711	91.687	87.437	83.708	7s11
7s11_unrelaxed_rank_006_alphafold2_multimer_v3_model_5_seed_001	92.4	90.686	92.599	62.513	91.543	86.147	85.049	7s11
7s11_unrelaxed_rank_009_alphafold2_multimer_v3_model_5_seed_003	91.86	89.914	91.74	59.508	90.916	85.75	83.972	7s11
7s11_unrelaxed_rank_003_alphafold2_multimer_v3_model_4_seed_001	92.36	90.344	91.856	64.04	92.304	87.667	85.811	7s11
7s11_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_004	92.07	90.265	92.376	61.479	91.394	80.043	86.106	7s11
7s11_unrelaxed_rank_025_alphafold2_multimer_v3_model_3_seed_000	91.203	90.304	92.177	62.09	91.131	84.877	82.016	7s11
7s13_unrelaxed_rank_009_alphafold2_multimer_v3_model_1_seed_000	94.605	92.234	94.466	82.506	91.897	96.333	83.835	7s13
7s13_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000	95.286	94.101	95.803	89.558	88.585	96.873	82.289	7s13
7s13_unrelaxed_rank_019_alphafold2_multimer_v3_model_3_seed_000	93.862	90.579	92.643	78.979	90.217	94.98	85.274	7s13
7s13_unrelaxed_rank_022_alphafold2_multimer_v3_model_3_seed_002	93.021	89.985	92.141	77.546	80.915	93.23	79.226	7s13
7s13_unrelaxed_rank_016_alphafold2_multimer_v3_model_3_seed_001	94.208	91.766	93.177	83.201	86.5	95.313	85.21	7s13
7s13_unrelaxed_rank_013_alphafold2_multimer_v3_model_2_seed_004	94.12	93.516	95.357	88.274	84.603	96.227	82.495	7s13
7s13_unrelaxed_rank_006_alphafold2_multimer_v3_model_1_seed_003	94.438	92.931	94.837	84.595	86.468	95.913	82.778	7s13
7s13_unrelaxed_rank_010_alphafold2_multimer_v3_model_4_seed_003	94.135	93.812	94.919	85.931	84.26	95.52	77.113	7s13
7s13_unrelaxed_rank_021_alphafold2_multimer_v3_model_5_seed_003	93.588	91.021	92.643	80.591	82.717	94.333	79.347	7s13
7s13_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_002	94.467	91.953	94.017	82.839	88.46	95.933	83.335	7s13
7s13_unrelaxed_rank_024_alphafold2_multimer_v3_model_5_seed_000	93.706	90.32	92.927	76.462	89.99	94.543	82.153	7s13
7s13_unrelaxed_rank_015_alphafold2_multimer_v3_model_2_seed_000	94.17	92.859	94.893	87.751	89.748	96.73	83.051	7s13
7s13_unrelaxed_rank_008_alphafold2_multimer_v3_model_4_seed_004	94.852	93.624	95.437	87.687	91.23	96.77	83.069	7s13
7s13_unrelaxed_rank_007_alphafold2_multimer_v3_model_4_seed_002	94.551	93.454	95.224	88.387	84.927	96.207	80.83	7s13
7s13_unrelaxed_rank_023_alphafold2_multimer_v3_model_2_seed_001	92.956	89.625	92.204	80.122	84.04	94.94	81.341	7s13
7s13_unrelaxed_rank_017_alphafold2_multimer_v3_model_3_seed_004	93.975	90.853	92.936	78.088	89.595	94.52	84.12	7s13
7s13_unrelaxed_rank_018_alphafold2_multimer_v3_model_3_seed_003	93.28	90.095	91.9	78.145	83.147	93.67	79.943	7s13
7s13_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_004	95.266	93.389	95.277	85.663	93.093	96.98	86.222	7s13
7s13_unrelaxed_rank_012_alphafold2_multimer_v3_model_5_seed_002	94.27	92.312	93.983	84.13	82.957	95.123	81.159	7s13
7s13_unrelaxed_rank_014_alphafold2_multimer_v3_model_2_seed_003	94.156	93.094	94.589	87.65	84.0	95.997	81.183	7s13
7s13_unrelaxed_rank_025_alphafold2_multimer_v3_model_5_seed_004	93.732	90.554	92.714	77.629	89.325	94.56	81.01	7s13
7s13_unrelaxed_rank_011_alphafold2_multimer_v3_model_2_seed_002	93.894	92.96	94.75	88.711	79.457	95.707	79.635	7s13
7s13_unrelaxed_rank_003_alphafold2_multimer_v3_model_4_seed_001	94.904	93.812	95.633	89.319	88.043	96.69	81.2	7s13
7s13_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_001	94.923	93.271	95.08	84.731	91.512	96.583	85.295	7s13
7s13_unrelaxed_rank_020_alphafold2_multimer_v3_model_5_seed_001	93.946	91.122	92.83	81.432	86.252	94.937	81.671	7s13
7seg_unrelaxed_rank_014_alphafold2_multimer_v3_model_4_seed_003	95.99	95.679	93.672	83.465	96.093	96.373	89.647	7seg
7seg_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000	96.363	95.585	93.883	84.042	96.782	97.313	91.258	7seg
7seg_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_003	96.077	95.062	93.375	82.618	95.918	96.937	90.908	7seg
7seg_unrelaxed_rank_011_alphafold2_multimer_v3_model_4_seed_000	95.963	95.243	93.373	81.606	96.403	96.207	90.73	7seg
7seg_unrelaxed_rank_020_alphafold2_multimer_v3_model_2_seed_001	95.192	94.5	93.757	76.228	95.387	95.377	88.973	7seg
7seg_unrelaxed_rank_025_alphafold2_multimer_v3_model_3_seed_002	95.49	93.9	87.149	85.49	94.678	96.417	90.077	7seg
7seg_unrelaxed_rank_006_alphafold2_multimer_v3_model_2_seed_004	95.424	93.805	86.186	81.006	96.24	96.623	90.306	7seg
7seg_unrelaxed_rank_009_alphafold2_multimer_v3_model_2_seed_002	96.193	95.267	93.522	83.714	96.77	97.003	91.75	7seg
7seg_unrelaxed_rank_023_alphafold2_multimer_v3_model_3_seed_003	95.687	95.177	93.289	82.251	95.207	95.667	88.742	7seg
7seg_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_004	96.25	95.195	93.712	83.481	96.398	97.147	91.624	7seg
7seg_unrelaxed_rank_018_alphafold2_multimer_v3_model_5_seed_002	95.511	95.119	93.297	81.757	92.915	95.603	87.68	7seg
7seg_unrelaxed_rank_017_alphafold2_multimer_v3_model_4_seed_002	95.445	93.515	85.125	82.528	96.302	96.187	90.542	7seg
7seg_unrelaxed_rank_012_alphafold2_multimer_v3_model_5_seed_004	96.047	95.445	93.695	82.328	95.895	96.25	90.356	7seg
7seg_unrelaxed_rank_021_alphafold2_multimer_v3_model_3_seed_000	95.594	94.361	85.491	85.75	95.855	96.937	90.082	7seg
7seg_unrelaxed_rank_010_alphafold2_multimer_v3_model_4_seed_004	96.09	95.734	93.689	83.696	96.5	96.523	90.529	7seg
7seg_unrelaxed_rank_015_alphafold2_multimer_v3_model_5_seed_001	95.984	95.505	93.674	82.46	95.802	96.167	89.416	7seg
7seg_unrelaxed_rank_008_alphafold2_multimer_v3_model_5_seed_000	96.019	96.225	94.196	85.115	94.023	96.457	88.631	7seg
